IRI,label,type,type,type,type,type,type,type,type,type,type,type,type,type,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,roleIn,playedBy,playedBy,playedBy,playedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,determinedBy,hasRelatedRole,hasOccupation,hasOccupation,SocioEconomicDescriptor,GenderIdentity,ApproximateAgeInYears,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,hasSocialConnectionTo,determines (ObjectRole),determines (ObjectRole),determines (ObjectRole),determines (ObjectRole),determines (ObjectRole),determines (ObjectRole),determines (ObjectRole),determines (ObjectRole),gives,gives,gives,gives,gives,gives,gives,gives,gives,gives,gives,gives,receives,receives,receives,receives,receives,receives,receives,receives,receives,receives,receives,receives,receives,receives,sameAs,sameAs,sameAs,determines (EventRole),determines (EventRole),determines (EventRole)
FAILSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
